RSN,PGA (g),Maximum Base Shear (kN),Maximum Overturning Moment (kN�m),ISD Floor 1 (%),ISD Floor 2 (%),ISD Floor 3 (%),ISD Floor 4 (%),ISD Floor 5 (%),ISD Floor 6 (%),ISD Floor 7 (%),ISD Floor 8 (%),Maximum ISD (%),Maximum Global Drift (%),PFA Node 1001 (g),PFA Node 1005 (g),PFA Node 1009 (g),PFA Node 9003 (g),Maximum LRB Displacement (Node 1001) (mm),Maximum Top Displacement (Node 1009) (mm)
4455,1.8,511.4044,1413.7848,2.885905,3.130891,2.872492,2.500986,2.253287,2.088614,1.943589,1.633341,3.130891,2.563614,1.388803,1.21575,0.390443,0.203679,101.7631,734.5574
4455,1.5,454.0891,1220.5761,2.232014,2.252764,2.068083,1.853044,1.685339,1.597304,1.507328,1.254669,2.252764,1.985769,1.269572,1.089169,0.375103,0.176314,90.3064,568.9863
4455,1.65,485.1875,1323.4403,2.470907,2.520155,2.296438,2.074926,1.895519,1.78103,1.676267,1.404053,2.520155,2.185632,1.349446,1.155782,0.39491,0.191544,96.5734,626.2534
4863,0.1,121.3973,286.4281,0.266315,0.202461,0.190186,0.186905,0.183134,0.176736,0.165588,0.138505,0.266315,0.272303,0.097896,0.095327,0.068961,0.026864,24.0958,78.0236
4863,0.25,259.693,690.8968,0.760664,0.582413,0.519446,0.492655,0.490573,0.483675,0.453681,0.363894,0.760664,0.676551,0.254261,0.223886,0.156554,0.070586,51.7444,193.8535
4863,0.8,483.4307,1572.3106,4.796811,4.382021,3.258119,2.46288,2.113748,1.906192,1.747974,1.483722,4.796811,2.848588,0.826827,0.571657,0.286379,0.224414,96.4442,816.2116
4863,0.5,364.252,1052.1762,1.546125,1.385017,1.226854,1.136493,1.083737,1.026565,0.949397,0.786256,1.546125,1.320584,0.498074,0.400235,0.218293,0.147146,72.4415,378.3896
4863,0.47,361.4785,1041.7323,1.517821,1.346535,1.186154,1.094653,1.037929,0.98006,0.906309,0.751815,1.517821,1.283473,0.465997,0.384041,0.213121,0.138676,71.9691,367.7561
4863,0.46,360.5523,1037.9127,1.504589,1.329076,1.168585,1.078028,1.021413,0.96444,0.892473,0.740659,1.504589,1.268396,0.455515,0.377587,0.210016,0.135837,71.7838,363.4362
4863,0.445,358.8819,1031.0315,1.482557,1.301299,1.141111,1.052634,0.99678,0.941602,0.872336,0.72425,1.482557,1.245352,0.439867,0.367725,0.206913,0.131517,71.4509,356.8332
4863,0.65,409.4463,1220.0628,2.290455,2.198137,1.841831,1.537289,1.365654,1.274426,1.186651,0.989426,2.290455,1.799188,0.659621,0.479579,0.257159,0.194608,81.5716,515.5248
4863,0.7,433.0283,1304.1204,2.433565,2.40337,2.110368,1.847497,1.652437,1.515544,1.382668,1.163029,2.433565,2.001139,0.719227,0.497926,0.268701,0.211913,86.2832,573.3903
4863,0.73,433.2788,1309.358,2.999529,2.97659,2.526864,2.15956,1.884849,1.693442,1.538751,1.301625,2.999529,2.299031,0.752925,0.515848,0.27391,0.219756,86.3448,658.746
4863,0.715,435.8083,1313.9846,2.708373,2.731384,2.385325,2.07237,1.82831,1.651164,1.500328,1.265633,2.731384,2.201517,0.727915,0.50855,0.270282,0.215996,86.8398,630.8052
4863,0.705,434.5383,1308.7359,2.477881,2.497731,2.220218,1.939494,1.724597,1.570884,1.431024,1.20563,2.497731,2.080694,0.716772,0.504319,0.268354,0.213202,86.5866,596.1853
4863,0.709,435.4091,1312.0697,2.563728,2.591797,2.288959,1.996059,1.769654,1.605902,1.461687,1.232153,2.591797,2.13109,0.721188,0.505915,0.26913,0.21435,86.7543,610.6255
