PGA (g),With LRB PoE(IO),Without LRB PoE(IO),With LRB PoE(LS),Without LRB PoE(LS),With LRB PoE(CP),Without LRB PoE(CP)
1.221221221,0.9955703981,0.9999996486,0.7455006675,0.6214964657,0.5862146336,0.4753976525
1.223223223,0.9956115122,0.9999996604,0.7463309985,0.6225721333,0.5871143906,0.4764444943
1.225225225,0.9956522186,0.9999996717,0.7471585503,0.6236450942,0.5880122198,0.4774897864
1.227227227,0.9956925216,0.9999996827,0.747983331,0.624715351,0.5889081239,0.4785335264
1.229229229,0.9957324254,0.9999996933,0.7488053489,0.6257829065,0.5898021053,0.479575712
1.231231231,0.9957719342,0.9999997035,0.7496246125,0.6268477634,0.5906941666,0.4806163409
1.233233233,0.9958110522,0.9999997134,0.7504411299,0.6279099245,0.5915843103,0.4816554109
1.235235235,0.9958497835,0.9999997229,0.7512549095,0.6289693927,0.592472539,0.4826929198
1.237237237,0.9958881322,0.9999997322,0.7520659595,0.6300261709,0.5933588553,0.4837288654
1.239239239,0.9959261022,0.9999997411,0.7528742881,0.631080262,0.5942432617,0.4847632457
1.241241241,0.9959636975,0.9999997497,0.7536799036,0.6321316689,0.595125761,0.4857960586
1.243243243,0.9960009221,0.999999758,0.7544828142,0.6331803946,0.5960063556,0.4868273021
1.245245245,0.9960377798,0.9999997661,0.7552830281,0.6342264423,0.5968850482,0.4878569742
1.247247247,0.9960742746,0.9999997739,0.7560805536,0.6352698149,0.5977618415,0.4888850729
1.249249249,0.9961104101,0.9999997814,0.7568753989,0.6363105156,0.5986367381,0.4899115965
1.251251251,0.9961461901,0.9999997886,0.7576675721,0.6373485474,0.5995097407,0.4909365429
1.253253253,0.9961816184,0.9999997956,0.7584570814,0.6383839137,0.600380852,0.4919599104
1.255255255,0.9962166986,0.9999998024,0.7592439349,0.6394166176,0.6012500746,0.4929816973
1.257257257,0.9962514344,0.999999809,0.7600281409,0.6404466623,0.6021174113,0.4940019018
1.259259259,0.9962858293,0.9999998153,0.7608097075,0.6414740512,0.6029828648,0.4950205221
1.261261261,0.996319887,0.9999998214,0.7615886428,0.6424987876,0.6038464379,0.4960375568
1.263263263,0.9963536108,0.9999998274,0.7623649549,0.6435208747,0.6047081332,0.497053004
1.265265265,0.9963870044,0.9999998331,0.7631386519,0.6445403161,0.6055679535,0.4980668623
1.267267267,0.9964200711,0.9999998386,0.763909742,0.645557115,0.6064259015,0.4990791302
1.269269269,0.9964528143,0.999999844,0.7646782331,0.646571275,0.6072819801,0.500089806
1.271271271,0.9964852374,0.9999998491,0.7654441335,0.6475827996,0.6081361921,0.5010988884
1.273273273,0.9965173438,0.9999998541,0.766207451,0.6485916922,0.6089885401,0.502106376
1.275275275,0.9965491366,0.9999998589,0.7669681938,0.6495979564,0.6098390271,0.5031122673
1.277277277,0.9965806193,0.9999998636,0.7677263699,0.6506015957,0.6106876558,0.504116561
1.279279279,0.9966117949,0.9999998681,0.7684819873,0.6516026138,0.6115344291,0.5051192557
1.281281281,0.9966426666,0.9999998725,0.769235054,0.6526010143,0.6123793497,0.5061203503
1.283283283,0.9966732377,0.9999998767,0.769985578,0.6535968008,0.6132224206,0.5071198434
1.285285285,0.9967035112,0.9999998807,0.7707335673,0.654589977,0.6140636446,0.5081177339
1.287287287,0.9967334902,0.9999998847,0.7714790298,0.6555805467,0.6149030245,0.5091140206
1.289289289,0.9967631778,0.9999998885,0.7722219735,0.6565685136,0.6157405632,0.5101087023
1.291291291,0.9967925769,0.9999998921,0.7729624063,0.6575538814,0.6165762636,0.511101778
1.293293293,0.9968216905,0.9999998957,0.7737003361,0.658536654,0.6174101286,0.5120932465
1.295295295,0.9968505216,0.9999998991,0.7744357709,0.6595168351,0.618242161,0.5130831069
1.297297297,0.9968790732,0.9999999025,0.7751687185,0.6604944287,0.6190723638,0.5140713581
1.299299299,0.996907348,0.9999999057,0.7758991868,0.6614694385,0.6199007399,0.5150579992
1.301301301,0.9969353489,0.9999999088,0.7766271836,0.6624418686,0.6207272921,0.5160430293
1.303303303,0.9969630788,0.9999999118,0.7773527169,0.6634117227,0.6215520235,0.5170264475
1.305305305,0.9969905405,0.9999999147,0.7780757944,0.6643790049,0.622374937,0.5180082528
1.307307307,0.9970177366,0.9999999175,0.7787964239,0.6653437192,0.6231960355,0.5189884445
1.309309309,0.99704467,0.9999999202,0.7795146133,0.6663058694,0.6240153219,0.5199670218
1.311311311,0.9970713433,0.9999999228,0.7802303704,0.6672654597,0.6248327992,0.5209439838
1.313313313,0.9970977592,0.9999999253,0.7809437028,0.6682224941,0.6256484704,0.52191933
1.315315315,0.9971239204,0.9999999278,0.7816546184,0.6691769766,0.6264623384,0.5228930595
1.317317317,0.9971498294,0.9999999301,0.782363125,0.6701289114,0.6272744062,0.5238651717
1.319319319,0.9971754888,0.9999999324,0.7830692301,0.6710783025,0.6280846768,0.5248356659
1.321321321,0.9972009013,0.9999999346,0.7837729416,0.6720251541,0.6288931533,0.5258045416
1.323323323,0.9972260692,0.9999999368,0.7844742671,0.6729694703,0.6296998385,0.5267717982
1.325325325,0.9972509952,0.9999999388,0.7851732143,0.6739112553,0.6305047355,0.527737435
1.327327327,0.9972756817,0.9999999408,0.7858697909,0.6748505133,0.6313078473,0.5287014517
1.329329329,0.9973001311,0.9999999428,0.7865640044,0.6757872485,0.6321091769,0.5296638477
1.331331331,0.997324346,0.9999999447,0.7872558627,0.6767214651,0.6329087273,0.5306246225
1.333333333,0.9973483285,0.9999999465,0.7879453731,0.6776531674,0.6337065016,0.5315837758
1.335335335,0.9973720812,0.9999999482,0.7886325434,0.6785823596,0.6345025028,0.5325413071
1.337337337,0.9973956064,0.9999999499,0.7893173811,0.6795090461,0.6352967339,0.5334972161
1.339339339,0.9974189063,0.9999999515,0.7899998939,0.6804332311,0.6360891979,0.5344515023
1.341341341,0.9974419834,0.9999999531,0.7906800891,0.681354919,0.636879898,0.5354041656
1.343343343,0.9974648398,0.9999999546,0.7913579744,0.6822741141,0.6376688372,0.5363552056
1.345345345,0.9974874778,0.9999999561,0.7920335573,0.6831908208,0.6384560184,0.5373046221
1.347347347,0.9975098996,0.9999999575,0.7927068453,0.6841050435,0.6392414449,0.5382524147
1.349349349,0.9975321074,0.9999999589,0.7933778458,0.6850167864,0.6400251196,0.5391985835
1.351351351,0.9975541034,0.9999999603,0.7940465663,0.6859260542,0.6408070457,0.5401431281
